"SK_ID_CURR","TARGET","NAME_CONTRACT_TYPE","CODE_GENDER","FLAG_OWN_CAR","CNT_CHILDREN","AMT_INCOME_TOTAL","AMT_CREDIT","AMT_ANNUITY","AMT_GOODS_PRICE","NAME_INCOME_TYPE","NAME_EDUCATION_TYPE","NAME_FAMILY_STATUS","NAME_HOUSING_TYPE","DAYS_BIRTH","DAYS_EMPLOYED","OCCUPATION_TYPE","ORGANIZATION_TYPE","AMT_REQ_CREDIT_BUREAU_MON","NAME_TYPE_SUITE"
1863,0,"Cash loans","F","N",0,97875,1260000,31981.5,1260000,"Commercial associate","Secondary / secondary special","Married","House / apartment",-20374,-1106,"Sales staff","Trade: type 3",0,"Unaccompanied"
1864,0,"Cash loans","F","N",0,180000,545040,25537.5,450000,"Commercial associate","Higher education","Married","House / apartment",-9476,-704,"","Other",0,"Unaccompanied"
1865,0,"Cash loans","M","N",1,157500,219870,13414.5,157500,"Working","Secondary / secondary special","Married","House / apartment",-16690,-3345,"Laborers","Self-employed",NA,"Unaccompanied"
1866,0,"Cash loans","M","N",0,157500,225000,13725,225000,"State servant","Higher education","Single / not married","House / apartment",-10789,-1151,"Laborers","Military",0,"Unaccompanied"
1867,0,"Cash loans","F","N",2,202500,1381500,75834,1381500,"Working","Secondary / secondary special","Married","House / apartment",-13456,-6431,"Sales staff","Trade: type 7",NA,"Family"
1868,0,"Revolving loans","M","Y",0,90000,180000,9000,180000,"Working","Secondary / secondary special","Married","House / apartment",-16918,-2865,"Laborers","Industry: type 1",0,"Unaccompanied"
1869,0,"Cash loans","M","N",0,90000,593010,19260,495000,"Working","Secondary / secondary special","Married","House / apartment",-12890,-932,"Low-skill Laborers","Self-employed",0,"Family"
1870,0,"Cash loans","M","Y",0,112500,254700,24939,225000,"Pensioner","Secondary / secondary special","Married","House / apartment",-25008,365243,"","XNA",0,"Unaccompanied"
1871,0,"Cash loans","F","N",0,112500,254700,25321.5,225000,"Working","Higher education","Married","House / apartment",-17230,-6255,"Managers","Medicine",1,"Unaccompanied"
1872,0,"Cash loans","M","Y",0,315000,675000,21775.5,675000,"Working","Higher education","Civil marriage","House / apartment",-17428,-4254,"High skill tech staff","Other",0,"Unaccompanied"
1873,0,"Revolving loans","M","Y",1,225000,270000,13500,270000,"Working","Higher education","Married","House / apartment",-12579,-351,"High skill tech staff","Business Entity Type 1",0,"Unaccompanied"
1874,0,"Cash loans","F","N",0,225000,1338354,51106.5,1147500,"Pensioner","Secondary / secondary special","Married","House / apartment",-21725,365243,"","XNA",NA,"Unaccompanied"
1875,0,"Cash loans","F","Y",0,112500,292500,15061.5,292500,"Working","Secondary / secondary special","Married","House / apartment",-15636,-3920,"Laborers","Business Entity Type 3",NA,"Unaccompanied"
1876,1,"Cash loans","M","Y",0,180000,270000,14647.5,270000,"Working","Higher education","Single / not married","With parents",-8605,-1410,"Managers","Business Entity Type 3",0,"Unaccompanied"
1877,0,"Cash loans","M","Y",0,337500,755190,32125.5,675000,"Working","Higher education","Married","House / apartment",-11387,-2602,"","Transport: type 4",1,"Unaccompanied"
1878,0,"Cash loans","M","N",1,450000,2164878,59661,1935000,"Commercial associate","Higher education","Married","Municipal apartment",-11217,-387,"Sales staff","Trade: type 2",0,"Unaccompanied"
1879,0,"Cash loans","F","Y",1,157500,1042560,34587,9e+05,"Working","Secondary / secondary special","Married","House / apartment",-12860,-1715,"Core staff","Self-employed",1,"Unaccompanied"
1880,0,"Cash loans","F","Y",0,202500,509400,40243.5,450000,"State servant","Higher education","Married","House / apartment",-18090,-7904,"","Kindergarten",0,"Unaccompanied"
1881,0,"Cash loans","F","N",1,135000,128583,9274.5,117000,"State servant","Secondary / secondary special","Civil marriage","House / apartment",-20645,-2015,"Cooking staff","Medicine",0,"Family"
1882,0,"Cash loans","F","N",0,157500,272520,21528,225000,"State servant","Secondary / secondary special","Single / not married","House / apartment",-19035,-4334,"Secretaries","Medicine",0,"Unaccompanied"
1883,0,"Cash loans","M","N",0,135000,450000,24102,450000,"Commercial associate","Secondary / secondary special","Married","House / apartment",-17959,-4004,"Private service staff","Other",4,"Unaccompanied"
1884,0,"Cash loans","F","N",1,112500,381528,13833,315000,"Working","Secondary / secondary special","Single / not married","Municipal apartment",-13489,-3934,"Managers","Trade: type 7",0,"Unaccompanied"
1885,0,"Revolving loans","F","N",0,157500,450000,22500,450000,"Commercial associate","Higher education","Married","House / apartment",-12054,-2327,"Core staff","School",NA,"Family"
1886,0,"Cash loans","F","N",0,157500,490536,28291.5,405000,"Working","Secondary / secondary special","Civil marriage","House / apartment",-18807,-1069,"Sales staff","Business Entity Type 3",7,"Unaccompanied"
1887,0,"Cash loans","M","Y",1,135000,255960,14823,202500,"Working","Secondary / secondary special","Civil marriage","House / apartment",-17112,-4674,"Core staff","Agriculture",0,"Unaccompanied"
1888,1,"Cash loans","M","Y",1,112500,779688,42426,630000,"Working","Higher education","Married","With parents",-12395,-1582,"Managers","Legal Services",NA,"Unaccompanied"
1889,0,"Cash loans","M","Y",0,135000,808650,23773.5,675000,"Working","Secondary / secondary special","Single / not married","House / apartment",-10317,-2053,"Medicine staff","Medicine",0,"Unaccompanied"
1890,0,"Cash loans","M","N",0,292500,9e+05,26316,9e+05,"Commercial associate","Secondary / secondary special","Married","House / apartment",-21235,-537,"Managers","Industry: type 3",1,"Unaccompanied"
1891,0,"Cash loans","F","N",0,175500,538389,38416.5,477000,"State servant","Higher education","Married","House / apartment",-17693,-1333,"Managers","Military",0,"Unaccompanied"
1892,0,"Cash loans","F","Y",0,148500,1129500,31189.5,1129500,"Working","Secondary / secondary special","Married","House / apartment",-18216,-3147,"","Housing",0,"Unaccompanied"
1893,0,"Cash loans","F","N",0,202500,728460,41949,675000,"Pensioner","Secondary / secondary special","Civil marriage","House / apartment",-20920,365243,"","XNA",0,"Unaccompanied"
1894,0,"Cash loans","F","N",1,180000,521280,27423,450000,"Commercial associate","Higher education","Married","House / apartment",-10819,-747,"Managers","Business Entity Type 3",0,"Unaccompanied"
1895,0,"Cash loans","F","N",2,157500,582228,18909,486000,"Commercial associate","Higher education","Married","House / apartment",-13605,-4390,"HR staff","Business Entity Type 3",0,"Unaccompanied"
1896,1,"Cash loans","F","N",0,76500,275040,12951,180000,"Working","Secondary / secondary special","Separated","House / apartment",-14023,-1260,"Managers","Government",0,"Unaccompanied"
1897,0,"Cash loans","F","Y",1,67500,675000,17806.5,675000,"State servant","Higher education","Married","House / apartment",-10757,-2108,"Core staff","School",0,"Unaccompanied"
1898,0,"Cash loans","F","N",1,90000,254700,17019,225000,"State servant","Higher education","Married","House / apartment",-10144,-143,"Core staff","Government",0,"Unaccompanied"
1899,0,"Cash loans","F","N",0,108450,225000,20637,225000,"Working","Higher education","Married","House / apartment",-9115,-495,"Accountants","Business Entity Type 3",1,"Family"
1900,0,"Cash loans","F","N",0,45000,119925,12415.5,112500,"Commercial associate","Secondary / secondary special","Civil marriage","House / apartment",-18549,-3369,"","Other",NA,"Unaccompanied"
1901,0,"Cash loans","F","N",0,135000,755190,33394.5,675000,"Pensioner","Secondary / secondary special","Civil marriage","House / apartment",-20178,365243,"","XNA",0,"Unaccompanied"
1902,0,"Cash loans","M","Y",0,135000,733315.5,43006.5,679500,"Working","Secondary / secondary special","Separated","House / apartment",-12023,-988,"Laborers","Construction",0,"Unaccompanied"
1903,0,"Cash loans","F","N",0,135000,942300,30528,675000,"Working","Secondary / secondary special","Married","Municipal apartment",-14738,-2125,"Core staff","Kindergarten",NA,"Unaccompanied"
1904,1,"Cash loans","F","N",0,135000,1288350,37800,1125000,"Working","Secondary / secondary special","Married","House / apartment",-18684,-297,"Cleaning staff","Industry: type 7",0,"Unaccompanied"
1905,0,"Cash loans","F","N",2,135000,443088,28777.5,382500,"Commercial associate","Secondary / secondary special","Married","House / apartment",-15450,-1010,"Cleaning staff","Other",2,"Unaccompanied"
1906,1,"Cash loans","F","Y",1,135000,544068,26590.5,382500,"Commercial associate","Secondary / secondary special","Civil marriage","House / apartment",-17705,-334,"Managers","Self-employed",0,"Unaccompanied"
1907,0,"Cash loans","F","N",0,157500,630000,36166.5,630000,"Pensioner","Secondary / secondary special","Single / not married","House / apartment",-23649,365243,"","XNA",0,"Unaccompanied"
1908,0,"Cash loans","F","N",2,202500,1354500,37377,1354500,"Working","Higher education","Married","House / apartment",-15337,-3058,"Private service staff","Self-employed",0,"Unaccompanied"
1909,0,"Cash loans","M","N",1,90000,414792,16357.5,315000,"Working","Secondary / secondary special","Married","House / apartment",-15858,-807,"Laborers","Industry: type 1",0,"Unaccompanied"
1910,0,"Cash loans","F","N",0,99000,177903,12780,148500,"Pensioner","Secondary / secondary special","Widow","House / apartment",-21020,365243,"","XNA",0,"Unaccompanied"
1911,0,"Cash loans","F","N",1,180000,239850,27189,225000,"Commercial associate","Secondary / secondary special","Single / not married","With parents",-12474,-419,"Sales staff","Medicine",0,"Unaccompanied"
1912,0,"Cash loans","M","Y",0,166500,545040,26640,450000,"Working","Secondary / secondary special","Single / not married","House / apartment",-17221,-1326,"Sales staff","Business Entity Type 3",0,"Unaccompanied"
1913,0,"Cash loans","M","Y",3,135000,545040,25537.5,450000,"Working","Higher education","Married","House / apartment",-13886,-1314,"Laborers","Other",0,"Unaccompanied"
1914,0,"Cash loans","F","Y",2,112500,299772,14580,247500,"Working","Secondary / secondary special","Married","Municipal apartment",-14165,-6189,"Laborers","Industry: type 3",0,"Unaccompanied"
1915,0,"Cash loans","M","N",0,180000,808650,23773.5,675000,"Pensioner","Higher education","Married","House / apartment",-21011,365243,"","XNA",0,"Unaccompanied"
1916,0,"Cash loans","F","N",0,225000,808650,26217,675000,"Commercial associate","Secondary / secondary special","Married","House / apartment",-14306,-365,"Sales staff","Trade: type 3",0,"Unaccompanied"
1917,0,"Cash loans","M","Y",0,180000,550980,43659,450000,"Commercial associate","Secondary / secondary special","Single / not married","House / apartment",-10585,-615,"Laborers","Business Entity Type 3",NA,"Unaccompanied"
1918,1,"Cash loans","F","N",1,135000,518562,24160.5,463500,"State servant","Secondary / secondary special","Married","House / apartment",-12071,-1792,"Core staff","Kindergarten",0,"Children"
1919,0,"Cash loans","F","Y",0,225000,956574,40527,855000,"Working","Secondary / secondary special","Married","House / apartment",-19408,-5442,"Core staff","Agriculture",0,"Children"
1920,0,"Cash loans","F","N",0,157500,144000,14242.5,144000,"Pensioner","Secondary / secondary special","Civil marriage","House / apartment",-24048,365243,"","XNA",0,"Unaccompanied"
1921,0,"Cash loans","F","N",2,126000,835380,35392.5,675000,"State servant","Secondary / secondary special","Married","House / apartment",-13813,-3991,"Laborers","Postal",0,"Unaccompanied"
1922,0,"Cash loans","F","N",0,90000,315000,17086.5,315000,"Working","Higher education","Single / not married","Co-op apartment",-10156,-289,"","Transport: type 4",0,"Unaccompanied"
1923,0,"Revolving loans","M","N",0,157500,202500,10125,NA,"Commercial associate","Secondary / secondary special","Married","House / apartment",-15911,-6468,"Managers","Self-employed",NA,""
1924,0,"Cash loans","F","Y",1,171000,774000,35995.5,774000,"Working","Higher education","Civil marriage","House / apartment",-9031,-638,"","Business Entity Type 1",0,""
1925,0,"Cash loans","F","Y",0,225000,432000,28480.5,432000,"Working","Secondary / secondary special","Married","House / apartment",-11324,-427,"","Business Entity Type 3",1,"Unaccompanied"
1926,0,"Cash loans","F","N",2,67500,1125000,33025.5,1125000,"Working","Secondary / secondary special","Married","House / apartment",-17881,-799,"Cleaning staff","Medicine",1,"Unaccompanied"
1927,0,"Cash loans","F","N",0,315000,298512,29655,270000,"Commercial associate","Higher education","Single / not married","House / apartment",-15592,-4068,"Managers","Business Entity Type 3",5,"Unaccompanied"
1928,0,"Revolving loans","M","Y",2,225000,675000,33750,675000,"Working","Secondary / secondary special","Married","House / apartment",-13761,-2013,"Drivers","Business Entity Type 3",0,"Unaccompanied"
1929,0,"Cash loans","M","Y",2,337500,314100,21375,225000,"Commercial associate","Secondary / secondary special","Married","House / apartment",-11826,-516,"","Business Entity Type 3",0,"Unaccompanied"
1930,0,"Cash loans","F","Y",0,45000,265851,12919.5,229500,"Pensioner","Secondary / secondary special","Married","House / apartment",-20960,365243,"","XNA",0,"Unaccompanied"
1931,0,"Cash loans","F","N",0,193500,808650,26217,675000,"State servant","Incomplete higher","Married","House / apartment",-10842,-3218,"Medicine staff","Medicine",0,"Unaccompanied"
1932,0,"Cash loans","F","N",0,76500,497520,28692,450000,"Working","Incomplete higher","Civil marriage","House / apartment",-17336,-8332,"","Government",NA,"Unaccompanied"
1933,0,"Cash loans","F","N",1,112500,1078200,31653,9e+05,"Working","Higher education","Married","House / apartment",-12925,-1073,"Sales staff","Trade: type 7",0,"Unaccompanied"
1934,0,"Cash loans","F","Y",0,126000,485190,26320.5,405000,"Pensioner","Secondary / secondary special","Married","House / apartment",-21850,365243,"","XNA",1,"Unaccompanied"
1935,0,"Cash loans","M","Y",2,135000,776254.5,23665.5,589500,"State servant","Secondary / secondary special","Married","House / apartment",-10433,-107,"Medicine staff","Kindergarten",0,""
1936,0,"Revolving loans","M","N",0,54000,225000,11250,225000,"Pensioner","Lower secondary","Married","With parents",-22961,365243,"","XNA",0,"Unaccompanied"
1937,0,"Cash loans","F","N",0,180000,781920,28215,675000,"Pensioner","Secondary / secondary special","Single / not married","House / apartment",-23254,365243,"","XNA",NA,"Family"
1938,0,"Cash loans","F","N",1,103500,257391,20340,238500,"Working","Secondary / secondary special","Married","House / apartment",-18821,-734,"Laborers","Industry: type 3",0,"Unaccompanied"
1939,0,"Cash loans","F","N",1,180000,207306,9261,148500,"Working","Secondary / secondary special","Married","House / apartment",-15573,-1116,"Sales staff","Trade: type 7",0,"Family"
1940,0,"Cash loans","F","N",0,112500,545040,20677.5,450000,"Commercial associate","Secondary / secondary special","Married","House / apartment",-18902,-1270,"Sales staff","Self-employed",0,"Spouse, partner"
1941,0,"Cash loans","F","N",0,103500,231813,12267,193500,"Pensioner","Secondary / secondary special","Widow","House / apartment",-24047,365243,"","XNA",0,"Unaccompanied"
1942,0,"Cash loans","F","N",0,67500,544491,16047,454500,"Pensioner","Secondary / secondary special","Civil marriage","House / apartment",-21125,365243,"","XNA",NA,"Unaccompanied"
1943,1,"Cash loans","M","Y",0,103500,463500,24822,463500,"Pensioner","Secondary / secondary special","Single / not married","House / apartment",-20452,365243,"","XNA",NA,"Unaccompanied"
1944,0,"Cash loans","F","N",0,126000,239850,23364,225000,"Pensioner","Secondary / secondary special","Married","House / apartment",-24626,365243,"","XNA",0,"Family"
1945,0,"Cash loans","F","N",2,162000,1008337.5,42853.5,828000,"Working","Secondary / secondary special","Married","House / apartment",-13066,-482,"Private service staff","Self-employed",0,"Unaccompanied"
1946,0,"Cash loans","F","N",0,180000,253737,17086.5,229500,"Working","Secondary / secondary special","Married","Municipal apartment",-17376,-4014,"Laborers","Business Entity Type 1",0,"Unaccompanied"
1947,0,"Cash loans","F","N",0,72900,808650,21460.5,675000,"Commercial associate","Secondary / secondary special","Single / not married","House / apartment",-22150,-297,"","Self-employed",0,"Unaccompanied"
1948,0,"Cash loans","F","N",1,126000,270000,20893.5,270000,"Working","Secondary / secondary special","Widow","House / apartment",-12090,-1883,"Private service staff","Services",1,"Unaccompanied"
1949,0,"Cash loans","M","Y",0,157500,552555,30982.5,477000,"Working","Secondary / secondary special","Separated","House / apartment",-19410,-595,"","Business Entity Type 3",0,"Unaccompanied"
1950,0,"Cash loans","F","N",0,250200,134316,13212,126000,"Commercial associate","Secondary / secondary special","Separated","House / apartment",-19598,-1796,"Medicine staff","Medicine",0,"Unaccompanied"
1951,0,"Revolving loans","F","N",1,135000,247500,12375,247500,"Working","Higher education","Married","House / apartment",-10988,-775,"Core staff","School",1,"Unaccompanied"
1952,0,"Cash loans","F","Y",0,202500,1236816,36162,1080000,"Working","Secondary / secondary special","Separated","House / apartment",-14911,-1997,"Realty agents","Services",0,"Unaccompanied"
1953,0,"Cash loans","M","N",2,157500,640080,20227.5,450000,"Working","Secondary / secondary special","Married","House / apartment",-12767,-1196,"Drivers","Construction",0,"Unaccompanied"
1954,0,"Cash loans","F","N",0,54000,191880,19107,180000,"Pensioner","Incomplete higher","Separated","House / apartment",-20726,365243,"","XNA",0,"Unaccompanied"
1955,0,"Cash loans","F","N",0,148500,354276,13486.5,292500,"Pensioner","Secondary / secondary special","Married","Municipal apartment",-19372,365243,"","XNA",0,"Unaccompanied"
1956,0,"Cash loans","M","Y",0,180000,1288350,37669.5,1125000,"Working","Higher education","Married","House / apartment",-15138,-623,"","Business Entity Type 3",0,"Unaccompanied"
1957,1,"Revolving loans","M","N",1,157500,180000,9000,180000,"Working","Secondary / secondary special","Separated","With parents",-11748,-1396,"Drivers","Business Entity Type 3",0,"Unaccompanied"
1958,0,"Cash loans","M","Y",1,189000,1762110,48586.5,1575000,"Working","Higher education","Married","House / apartment",-12760,-2407,"","School",0,"Unaccompanied"
1959,0,"Cash loans","M","Y",0,166500,95940,10332,90000,"Working","Secondary / secondary special","Married","House / apartment",-12787,-3246,"Laborers","Business Entity Type 1",0,"Unaccompanied"
1960,0,"Cash loans","F","Y",0,112500,1252278,36747,1093500,"Commercial associate","Secondary / secondary special","Married","House / apartment",-16113,-929,"Sales staff","Self-employed",1,"Unaccompanied"
1961,0,"Cash loans","F","N",0,90000,720000,30636,720000,"Pensioner","Secondary / secondary special","Married","Municipal apartment",-18749,365243,"","XNA",NA,"Unaccompanied"
1962,0,"Cash loans","F","Y",0,112500,743031,39717,688500,"Pensioner","Secondary / secondary special","Married","House / apartment",-17641,365243,"","XNA",0,"Unaccompanied"
1963,1,"Cash loans","M","Y",1,135000,244584,16474.5,193500,"Working","Higher education","Married","House / apartment",-13103,-2871,"Laborers","Business Entity Type 3",0,"Unaccompanied"
1964,0,"Cash loans","M","N",0,225000,743958,23998.5,621000,"Working","Secondary / secondary special","Married","House / apartment",-11780,-795,"Drivers","Transport: type 4",0,"Unaccompanied"
1965,0,"Cash loans","F","N",0,112500,480060,17370,337500,"Pensioner","Secondary / secondary special","Widow","House / apartment",-22771,365243,"","XNA",0,"Unaccompanied"
1966,0,"Cash loans","M","N",0,202500,508495.5,24462,454500,"Commercial associate","Incomplete higher","Single / not married","House / apartment",-8854,-155,"Laborers","Business Entity Type 3",0,"Unaccompanied"
1967,0,"Revolving loans","F","Y",1,202500,225000,11250,585000,"Working","Higher education","Married","House / apartment",-11315,-2357,"Accountants","Business Entity Type 3",0,"Unaccompanied"
1968,0,"Cash loans","F","N",0,315000,226422,15885,189000,"Pensioner","Secondary / secondary special","Married","House / apartment",-20856,365243,"","XNA",0,"Family"
1969,0,"Cash loans","F","N",0,112500,315000,15282,315000,"Pensioner","Secondary / secondary special","Married","House / apartment",-20594,365243,"","XNA",0,"Unaccompanied"
1970,1,"Cash loans","F","N",0,202500,765522,24822,639000,"Working","Secondary / secondary special","Married","House / apartment",-17584,-1076,"Cooking staff","Self-employed",0,"Spouse, partner"
1971,0,"Cash loans","F","N",0,112500,450000,35685,450000,"Working","Secondary / secondary special","Separated","House / apartment",-11000,-1336,"Laborers","Business Entity Type 3",0,"Family"
1972,0,"Cash loans","F","Y",0,135000,1260000,36108,1260000,"Working","Higher education","Married","House / apartment",-10782,-1819,"Sales staff","Other",0,""
1973,0,"Cash loans","M","Y",1,144000,528633,22527,472500,"Working","Incomplete higher","Married","House / apartment",-16044,-659,"Drivers","Business Entity Type 3",0,"Unaccompanied"
1974,0,"Cash loans","F","N",0,270000,779688,39937.5,630000,"Commercial associate","Higher education","Married","House / apartment",-13765,-5693,"High skill tech staff","Transport: type 2",0,"Unaccompanied"
1975,0,"Cash loans","F","N",0,211500,755190,33394.5,675000,"Working","Secondary / secondary special","Married","House / apartment",-17032,-1684,"HR staff","Housing",0,"Unaccompanied"
1976,0,"Cash loans","M","Y",1,166500,101880,11623.5,90000,"Working","Secondary / secondary special","Married","House / apartment",-12252,-1437,"Drivers","Business Entity Type 3",0,"Unaccompanied"
1977,0,"Cash loans","M","Y",0,180000,948582,27733.5,679500,"Working","Secondary / secondary special","Married","House / apartment",-15644,-1422,"Laborers","Construction",0,"Unaccompanied"
1978,0,"Cash loans","F","N",0,135000,808650,26217,675000,"Pensioner","Secondary / secondary special","Single / not married","House / apartment",-20762,365243,"","XNA",0,"Unaccompanied"
1979,0,"Cash loans","F","N",0,180000,1102828.5,32373,963000,"Pensioner","Secondary / secondary special","Married","House / apartment",-20605,365243,"","XNA",0,"Unaccompanied"
1980,0,"Cash loans","F","Y",0,292500,1141686,41139,922500,"Commercial associate","Higher education","Widow","House / apartment",-19148,-5744,"","Business Entity Type 3",0,"Unaccompanied"
1981,1,"Cash loans","F","N",0,112500,327024,11875.5,270000,"Pensioner","Secondary / secondary special","Married","House / apartment",-21545,365243,"","XNA",0,"Unaccompanied"
1982,0,"Cash loans","F","N",0,144000,1078200,31653,9e+05,"Commercial associate","Secondary / secondary special","Widow","House / apartment",-20742,-4060,"Laborers","Electricity",0,"Unaccompanied"
1983,0,"Cash loans","M","Y",2,234000,634482,24714,454500,"Working","Higher education","Married","House / apartment",-9889,-1760,"Core staff","Self-employed",0,"Unaccompanied"
1984,0,"Cash loans","M","N",0,157500,1256400,44644.5,9e+05,"Working","Secondary / secondary special","Married","House / apartment",-9987,-1210,"Laborers","Business Entity Type 3",0,"Family"
1985,0,"Cash loans","F","Y",1,157500,490005,21712.5,423000,"Working","Secondary / secondary special","Married","With parents",-10784,-535,"Sales staff","Self-employed",0,"Spouse, partner"
1986,0,"Revolving loans","F","N",0,180000,495000,24750,495000,"Working","Secondary / secondary special","Single / not married","House / apartment",-16450,-2051,"","Other",2,"Unaccompanied"
1987,0,"Cash loans","F","N",0,382500,1467612,55899,1350000,"Working","Higher education","Married","House / apartment",-18954,-2696,"","Other",0,"Unaccompanied"
1988,0,"Revolving loans","F","N",0,112500,135000,6750,135000,"Working","Higher education","Separated","House / apartment",-18333,-9848,"","Other",0,"Unaccompanied"
1989,0,"Cash loans","F","N",1,180000,1325475,56290.5,1125000,"Commercial associate","Secondary / secondary special","Married","House / apartment",-13876,-1521,"Sales staff","Trade: type 7",0,"Unaccompanied"
1990,0,"Cash loans","F","Y",0,67500,544491,17563.5,454500,"Working","Secondary / secondary special","Married","House / apartment",-16845,-2323,"Laborers","Self-employed",0,"Unaccompanied"
1991,0,"Cash loans","M","Y",1,225000,450000,23107.5,450000,"State servant","Secondary / secondary special","Married","House / apartment",-13266,-503,"Core staff","Military",0,"Family"
1992,0,"Cash loans","F","Y",1,90000,127350,13842,112500,"Pensioner","Secondary / secondary special","Widow","House / apartment",-19273,365243,"","XNA",0,"Unaccompanied"
1993,0,"Cash loans","F","N",2,270000,691020,18355.5,495000,"Commercial associate","Secondary / secondary special","Civil marriage","House / apartment",-9752,-785,"Realty agents","Self-employed",0,"Unaccompanied"
1994,0,"Revolving loans","F","N",0,94500,202500,10125,202500,"Working","Secondary / secondary special","Married","House / apartment",-15189,-1168,"Cooking staff","Business Entity Type 3",2,"Children"
1995,1,"Cash loans","M","N",0,81000,562491,28849.5,454500,"Working","Higher education","Married","House / apartment",-21769,-1157,"Security staff","Police",0,"Unaccompanied"
1996,0,"Revolving loans","F","Y",0,90000,225000,11250,225000,"Commercial associate","Higher education","Married","House / apartment",-14796,-93,"Private service staff","Trade: type 3",0,"Unaccompanied"
1997,0,"Cash loans","M","N",0,126000,571486.5,25173,454500,"Working","Secondary / secondary special","Married","House / apartment",-19555,-3337,"Laborers","Business Entity Type 3",0,"Unaccompanied"
1998,0,"Cash loans","F","N",0,112500,110331,10912.5,103500,"Pensioner","Secondary / secondary special","Married","House / apartment",-21550,365243,"","XNA",0,"Unaccompanied"
1999,0,"Revolving loans","F","Y",0,198000,315000,15750,315000,"Commercial associate","Higher education","Single / not married","House / apartment",-16940,-8741,"","Other",0,"Unaccompanied"
2000,0,"Cash loans","M","N",0,112500,547344,29290.5,472500,"Working","Secondary / secondary special","Married","Office apartment",-16356,-982,"Laborers","Transport: type 2",0,"Family"
2001,1,"Cash loans","M","N",0,135000,157500,14575.5,157500,"Working","Secondary / secondary special","Married","House / apartment",-11386,-1727,"","Trade: type 3",1,"Unaccompanied"
2002,0,"Revolving loans","F","N",0,180000,540000,27000,540000,"Commercial associate","Secondary / secondary special","Widow","House / apartment",-21565,-8208,"Laborers","Government",NA,"Unaccompanied"
2003,0,"Revolving loans","F","N",2,67500,270000,13500,270000,"Commercial associate","Secondary / secondary special","Married","House / apartment",-13716,-285,"Sales staff","Trade: type 7",0,"Unaccompanied"
2004,1,"Cash loans","F","N",0,37800,251280,16996.5,180000,"Working","Higher education","Married","House / apartment",-16543,-238,"Cleaning staff","Business Entity Type 2",0,"Unaccompanied"
2005,0,"Cash loans","F","N",0,135000,1314000,35235,1314000,"Pensioner","Lower secondary","Married","House / apartment",-20678,365243,"","XNA",0,"Unaccompanied"
2006,0,"Cash loans","F","N",0,225000,622188,20218.5,472500,"Pensioner","Secondary / secondary special","Married","House / apartment",-21586,365243,"","XNA",0,"Unaccompanied"
2007,0,"Revolving loans","M","Y",1,540000,180000,9000,180000,"Working","Higher education","Married","House / apartment",-10533,-3165,"High skill tech staff","Industry: type 9",2,"Unaccompanied"
2008,0,"Cash loans","M","Y",1,202500,645889.5,26059.5,490500,"Working","Secondary / secondary special","Married","House / apartment",-13446,-144,"Laborers","Industry: type 7",0,"Unaccompanied"
2009,0,"Cash loans","F","N",0,157500,405000,29470.5,405000,"Pensioner","Secondary / secondary special","Separated","House / apartment",-19257,365243,"","XNA",0,"Unaccompanied"
2010,1,"Cash loans","M","N",0,427500,1288350,41562,1125000,"Commercial associate","Secondary / secondary special","Married","House / apartment",-13613,-2365,"","Business Entity Type 3",2,"Unaccompanied"
2011,0,"Cash loans","M","N",0,229500,509400,40243.5,450000,"Working","Higher education","Married","Rented apartment",-21574,-1169,"Laborers","Business Entity Type 1",0,"Unaccompanied"
2012,0,"Cash loans","M","N",0,67500,170640,8428.5,135000,"Pensioner","Higher education","Civil marriage","House / apartment",-22381,365243,"","XNA",0,"Unaccompanied"
2013,0,"Cash loans","F","N",0,337500,1381113,36562.5,1206000,"Working","Secondary / secondary special","Civil marriage","House / apartment",-15813,-1052,"Sales staff","Self-employed",0,"Unaccompanied"
2014,0,"Cash loans","M","Y",3,450000,1113840,57001.5,9e+05,"Working","Higher education","Married","House / apartment",-13613,-1105,"Laborers","Business Entity Type 2",0,"Unaccompanied"
2015,0,"Cash loans","M","N",0,180000,272520,17415,225000,"Working","Secondary / secondary special","Married","House / apartment",-21813,-4391,"Low-skill Laborers","Business Entity Type 1",0,"Unaccompanied"
2016,0,"Cash loans","F","N",0,315000,1051245,30865.5,877500,"Working","Secondary / secondary special","Single / not married","House / apartment",-20035,-11025,"Medicine staff","Medicine",1,"Unaccompanied"
2017,0,"Cash loans","F","N",0,324000,948582,27733.5,679500,"Commercial associate","Incomplete higher","Civil marriage","House / apartment",-12862,-2263,"","Business Entity Type 3",0,"Unaccompanied"
2018,0,"Cash loans","F","N",0,112500,728460,38938.5,675000,"Commercial associate","Secondary / secondary special","Married","House / apartment",-19779,-5813,"Security staff","School",0,"Unaccompanied"
2019,0,"Revolving loans","F","Y",0,112500,225000,11250,225000,"Pensioner","Secondary / secondary special","Married","House / apartment",-22189,365243,"","XNA",0,"Family"
2020,0,"Cash loans","F","N",1,90000,318528,8532,252000,"Working","Secondary / secondary special","Married","Municipal apartment",-11471,-451,"High skill tech staff","Business Entity Type 3",1,"Unaccompanied"
2021,0,"Cash loans","M","Y",2,202500,503676,18796.5,382500,"Working","Secondary / secondary special","Married","House / apartment",-12136,-975,"Laborers","Industry: type 11",0,"Unaccompanied"
