"","id","target","contract","gender","car","n_child","income","credit","loan","price","job_stat","studies","family","house","age","job_duration","occupation","job_type","n_enquiries","companion"
"2172",2172,"payed","Cash loans","M","N",1,225000,1125000,40540.5,1125000,"Working","Secondary education","Married","apartment",50,1.2027397260274,"Laborers","Construction",0,"Unaccompan."
"2173",2173,"overdue","Cash loans","M","Y",0,270000,1078461,35770.5,819000,"Working","Secondary education","Married","apartment",42,3.12328767123288,"Sales staff","Transport",0,"Family"
"2174",2174,"payed","Cash loans","F","N",0,157500,1255680,40936.5,1125000,"Working","Secondary education","Married","apartment",42,3.06575342465753,"Tech Staff","Culture and Services",0,"Unaccompan."
"2175",2175,"payed","Cash loans","F","N",1,99000,534672,14233.5,423000,"Working","Secondary education","single","apartment",33,0.723287671232877,"Sales staff","Real Estate and Trade",0,"Unaccompan."
"2176",2176,"payed","Cash loans","F","N",0,112500,582768,29601,540000,"Commer. Assoc.","Secondary education","single","With parents",38,5.33972602739726,"Sales staff","Self-employed",0,"Unaccompan."
"2177",2177,"payed","Revolving loans","M","Y",0,112500,180000,9000,180000,"Working","Secondary education","Married","With parents",26,4.80547945205479,"Laborers","Business",1,"Unaccompan."
"2178",2178,"payed","Cash loans","M","Y",0,210856.5,1129500,40716,1129500,"Commer. Assoc.","Higher education","Married","apartment",38,6.54246575342466,"Sales staff","Real Estate and Trade",0,"Unaccompan."
"2179",2179,"payed","Cash loans","F","N",0,135000,497520,33376.5,450000,"State servant","Higher education","Married","apartment",23,1.02739726027397,"Tech Staff","Medicine",0,"Family"
"2180",2180,"payed","Cash loans","F","N",0,112500,720000,21181.5,720000,"Working","Secondary education","divorce","apartment",43,11.8082191780822,"Sales staff","Self-employed",1,"Unaccompan."
"2181",2181,"payed","Cash loans","F","N",0,85500,299250,8226,225000,"Working","Secondary education","Widow","apartment",52,2.07671232876712,"Sales staff","Culture and Services",0,"Unaccompan."
"2182",2182,"payed","Revolving loans","F","N",1,135000,270000,13500,270000,"Working","Secondary education","Married","Municipal apart.",38,1.52876712328767,"Tech Staff","Business",1,"Unaccompan."
"2183",2183,"payed","Cash loans","F","N",0,90000,675000,19476,675000,"Pensioner","Higher education","divorce","apartment",58,9.57260273972603,"Occupation_Unknown","Jobtype_Unknown",0,"Unaccompan."
"2184",2184,"payed","Cash loans","F","N",0,67500,640080,24259.5,450000,"Pensioner","Secondary education","single","apartment",63,8.23013698630137,"Occupation_Unknown","Jobtype_Unknown",0,"Unaccompan."
"2185",2185,"payed","Cash loans","M","Y",0,180000,1288350,37800,1125000,"Working","Secondary education","Married","apartment",53,7.53972602739726,"Laborers","Business",0,"Family"
"2186",2186,"payed","Revolving loans","F","Y",0,337500,675000,33750,675000,"State servant","Higher education","Widow","apartment",44,11.0328767123288,"Occupation_Unknown","Government and Military",1,"Unaccompan."
"2187",2187,"payed","Cash loans","M","N",0,157500,1006920,51543,9e+05,"Working","Higher education","single","apartment",32,12.7452054794521,"Laborers","Culture and Services",1,"Unaccompan."
"2188",2188,"payed","Cash loans","F","N",0,112500,491823,22356,373500,"Commer. Assoc.","Secondary education","single","apartment",34,4.06027397260274,"Sales staff","Real Estate and Trade",0,"Unaccompan."
"2189",2189,"payed","Cash loans","M","N",1,225000,254700,14751,225000,"Commer. Assoc.","Higher education","Married","With parents",42,1.54794520547945,"Occupation_Unknown","Business",2,"Unaccompan."
"2190",2190,"payed","Cash loans","M","Y",1,270000,254700,27558,225000,"State servant","Low education","Married","Municipal apart.",31,9.61917808219178,"Administrative Staff","Government and Military",0,"Unaccompan."
"2191",2191,"payed","Cash loans","F","N",0,180000,562491,22437,454500,"Pensioner","Secondary education","Married","apartment",61,2.02739726027397,"Occupation_Unknown","Jobtype_Unknown",0,"Family"
"2192",2192,"payed","Cash loans","F","N",0,108000,172021.5,12991.5,148500,"Pensioner","Secondary education","Married","apartment",62,7.99178082191781,"Occupation_Unknown","Jobtype_Unknown",0,"Unaccompan."
"2193",2193,"payed","Cash loans","F","N",0,108000,384048,18810,270000,"State servant","Higher education","Married","apartment",44,5.44657534246575,"Managers","Government and Military",0,"Unaccompan."
"2194",2194,"payed","Cash loans","M","Y",0,180000,544491,16047,454500,"Commer. Assoc.","Low education","divorce","apartment",31,0.367123287671233,"Service Staff","Real Estate and Trade",1,"Family"
"2195",2195,"payed","Cash loans","F","N",1,128250,1125000,33025.5,1125000,"Working","Secondary education","Married","apartment",37,17.3232876712329,"Medic stf","Medicine",0,"Family"
"2196",2196,"payed","Cash loans","F","N",0,180000,781920,24970.5,675000,"Pensioner","Secondary education","Widow","apartment",60,8.95890410958904,"Occupation_Unknown","Jobtype_Unknown",1,"Unaccompan."
"2197",2197,"payed","Cash loans","M","N",2,382500,835380,38839.5,675000,"Working","Higher education","Married","apartment",34,1.4,"Service Staff","Business",0,"Family"
"2198",2198,"payed","Cash loans","F","N",0,337500,755190,36459,675000,"Working","Secondary education","Married","apartment",50,4.35342465753425,"Occupation_Unknown","Business",0,"Unaccompan."
"2199",2199,"payed","Cash loans","M","Y",0,324000,1493086.5,52029,1363500,"Working","Secondary education","Married","apartment",50,14.8219178082192,"Occupation_Unknown","Business",1,"Unaccompan."
"2200",2200,"payed","Cash loans","F","N",0,121500,592560,26230.5,450000,"Working","Secondary education","Married","Municipal apart.",50,13.6849315068493,"Chef","Business",0,"Unaccompan."
"2201",2201,"payed","Cash loans","F","N",2,126000,1078200,31653,9e+05,"Working","Secondary education","Married","apartment",28,4.42739726027397,"Core staff","Culture and Services",0,"Unaccompan."
"2202",2202,"payed","Cash loans","M","N",0,450000,1971072,65142,1800000,"Working","Secondary education","Married","apartment",50,7.93698630136986,"Managers","Culture and Services",1,"Unaccompan."
"2203",2203,"payed","Cash loans","F","N",0,103500,327024,16033.5,270000,"Working","Secondary education","single","apartment",29,4.92328767123288,"Laborers","Self-employed",0,"Unaccompan."
"2204",2204,"overdue","Cash loans","F","N",0,180000,384048,18031.5,270000,"Commer. Assoc.","Secondary education","Married","apartment",35,4.64931506849315,"Laborers","Business",0,"Unaccompan."
"2205",2205,"payed","Cash loans","F","Y",2,225000,239418,28543.5,211500,"State servant","Higher education","Married","apartment",35,15.2328767123288,"Core staff","Culture and Services",0,"Family"
"2206",2206,"payed","Cash loans","M","N",0,112500,106974,7276.5,94500,"Pensioner","Secondary education","Married","apartment",61,8.31506849315068,"Occupation_Unknown","Jobtype_Unknown",0,"Unaccompan."
"2207",2207,"payed","Cash loans","F","Y",0,157500,327024,15372,270000,"Working","Secondary education","Widow","apartment",44,12.5041095890411,"Core staff","Insurance",1,"Unaccompan."
"2208",2208,"payed","Revolving loans","F","N",0,112500,225000,11250,225000,"Working","Secondary education","single","apartment",35,7.94794520547945,"Occupation_Unknown","Business",0,"Unaccompan."
"2209",2209,"payed","Cash loans","F","N",0,90000,45000,5337,45000,"Commer. Assoc.","Secondary education","Married","apartment",28,1.17534246575342,"Occupation_Unknown","Business",0,"Unaccompan."
"2210",2210,"payed","Cash loans","F","Y",0,54000,284400,10215,225000,"Pensioner","Secondary education","Married","apartment",61,7.67671232876712,"Occupation_Unknown","Jobtype_Unknown",0,"Unaccompan."
"2211",2211,"overdue","Revolving loans","F","N",0,270000,157500,7875,157500,"Working","Secondary education","Married","apartment",30,8.81095890410959,"Laborers","Business",0,"Family"
"2212",2212,"payed","Cash loans","F","N",0,144000,239850,23364,225000,"Working","Higher education","divorce","apartment",58,3.87123287671233,"Occupation_Unknown","Culture and Services",0,"Unaccompan."
"2213",2213,"payed","Cash loans","F","N",0,126000,808650,23773.5,675000,"State servant","Secondary education","divorce","Municipal apart.",55,9.64931506849315,"Medic stf","Medicine",0,"Unaccompan."
"2214",2214,"payed","Revolving loans","F","N",2,81000,135000,6750,135000,"Working","Secondary education","single","With parents",30,0.706849315068493,"Occupation_Unknown","Business",0,"Unaccompan."
"2215",2215,"payed","Cash loans","M","Y",0,160650,552555,28341,477000,"Pensioner","Low education","Married","apartment",59,3.16986301369863,"Occupation_Unknown","Jobtype_Unknown",0,"Unaccompan."
"2216",2216,"payed","Cash loans","F","N",2,162000,747000,26595,747000,"State servant","Secondary education","Married","apartment",37,0.361643835616438,"Sales staff","Real Estate and Trade",0,"Unaccompan."
"2217",2217,"payed","Cash loans","F","N",0,117000,225000,22383,225000,"State servant","Secondary education","Married","apartment",60,14.5835616438356,"Service Staff","Culture and Services",0,"Unaccompan."
"2218",2218,"payed","Cash loans","F","N",0,112500,610335,20169,463500,"Working","Higher education","Married","apartment",64,14.9945205479452,"Core staff","Culture and Services",0,"Unaccompan."
"2219",2219,"payed","Cash loans","M","Y",0,157500,388512,33367.5,360000,"Working","Secondary education","single","apartment",55,1.96712328767123,"Service Staff","Business",0,"Unaccompan."
"2220",2220,"payed","Cash loans","M","Y",0,258750,1800000,51588,1800000,"Commer. Assoc.","Higher education","Married","apartment",50,1.46575342465753,"Occupation_Unknown","Business",0,"Unaccompan."
"2221",2221,"overdue","Cash loans","F","N",0,166500,450000,20979,450000,"Working","Secondary education","single","apartment",50,0.838356164383562,"Laborers","Business",0,"Unaccompan."
"2222",2222,"payed","Revolving loans","F","Y",1,157500,450000,22500,450000,"Working","Higher education","Married","apartment",43,2.13150684931507,"Administrative Staff","Business",0,"Partner"
"2223",2223,"payed","Cash loans","F","N",1,157500,1096020,46566,9e+05,"Working","Higher education","Married","apartment",36,9.71780821917808,"Sales staff","Self-employed",0,"Unaccompan."
"2224",2224,"payed","Revolving loans","M","Y",0,360000,720000,36000,720000,"Working","Higher education","Married","apartment",51,2.7972602739726,"Tech Staff","Business",0,"Unaccompan."
"2225",2225,"payed","Cash loans","F","N",0,117000,284400,19134,225000,"Working","Secondary education","single","Co-op apart.",34,4.74520547945205,"Private ser.","Business",0,"Unaccompan."
"2226",2226,"payed","Cash loans","F","N",2,90000,604152,25726.5,540000,"Commer. Assoc.","Secondary education","Married","apartment",32,4.56986301369863,"Sales staff","Real Estate and Trade",0,"Unaccompan."
"2227",2227,"payed","Cash loans","F","N",0,157500,675000,21906,675000,"Pensioner","Secondary education","Widow","apartment",58,2.70684931506849,"Occupation_Unknown","Jobtype_Unknown",0,"Unaccompan."
"2228",2228,"overdue","Cash loans","F","N",0,157500,1078200,31653,9e+05,"Working","Secondary education","single","apartment",28,8.71506849315069,"Sales staff","Self-employed",0,"Unaccompan."
"2229",2229,"payed","Cash loans","M","N",0,135000,298512,21631.5,270000,"Commer. Assoc.","Secondary education","Married","apartment",22,0.435616438356164,"Sales staff","Real Estate and Trade",0,"Unaccompan."
"2230",2230,"payed","Cash loans","M","N",0,225000,1164667.5,37570.5,1017000,"Commer. Assoc.","Low education","Married","apartment",43,6.5013698630137,"Service Staff","Business",2,"Unaccompan."
"2231",2231,"payed","Cash loans","F","N",0,81000,142200,5238,112500,"Working","Secondary education","divorce","apartment",50,1.92876712328767,"Laborers","Government and Military",0,"Unaccompan."
"2232",2232,"payed","Revolving loans","M","Y",1,90000,180000,9000,180000,"Commer. Assoc.","Secondary education","Married","apartment",29,2.33972602739726,"Laborers","Business",0,"Family"
"2233",2233,"payed","Cash loans","F","N",0,135000,623749.5,26554.5,504000,"Working","Secondary education","single","apartment",54,30.2739726027397,"Core staff","Culture and Services",0,"Unaccompan."
"2234",2234,"payed","Cash loans","F","N",0,90000,545040,19705.5,450000,"Pensioner","Secondary education","Married","apartment",58,9.64657534246575,"Occupation_Unknown","Jobtype_Unknown",0,"Unaccompan."
"2235",2235,"payed","Cash loans","F","N",0,74250,315000,16911,315000,"Pensioner","Secondary education","Married","apartment",62,8.15616438356164,"Occupation_Unknown","Jobtype_Unknown",7,"Unaccompan."
"2236",2236,"payed","Cash loans","F","N",0,157500,354469.5,17050.5,306000,"Working","Secondary education","Married","Municipal apart.",52,3.20821917808219,"Security","Government and Military",0,"Unaccompan."
"2237",2237,"overdue","Cash loans","M","Y",0,225000,1350000,43681.5,1350000,"Working","Secondary education","Married","Rented apart.",53,13.6876712328767,"Occupation_Unknown","Self-employed",0,"Unaccompan."
"2238",2238,"payed","Cash loans","M","Y",0,360000,1546020,45202.5,1350000,"Working","Higher education","Married","apartment",49,2.37534246575342,"Service Staff","Business",0,"Unaccompan."
"2239",2239,"payed","Cash loans","M","N",0,157500,1379376,40329,1080000,"Commer. Assoc.","Secondary education","Widow","apartment",43,8.95068493150685,"Managers","Culture and Services",0,"Unaccompan."
"2240",2240,"payed","Cash loans","F","N",0,202500,573408,20727,495000,"State servant","Higher education","Married","apartment",53,10.441095890411,"Medic stf","Medicine",1,"Unaccompan."
"2241",2241,"payed","Cash loans","M","N",0,270000,970380,25726.5,810000,"Working","Higher education","Married","apartment",39,1.92602739726027,"Managers","Self-employed",0,"Unaccompan."
"2242",2242,"payed","Cash loans","M","N",0,202500,260640,22369.5,225000,"Commer. Assoc.","Higher education","single","apartment",27,2.94794520547945,"Core staff","Business",1,"Unaccompan."
"2243",2243,"payed","Revolving loans","F","Y",0,450000,9e+05,45000,9e+05,"Commer. Assoc.","Higher education","divorce","apartment",39,4.77260273972603,"Managers","Business",0,"Unaccompan."
"2244",2244,"payed","Cash loans","F","N",0,135000,1155226.5,33907.5,904500,"Working","Secondary education","Widow","apartment",57,1.94520547945205,"Laborers","Self-employed",0,"Other_companion"
"2245",2245,"payed","Cash loans","F","N",0,405000,675000,36094.5,675000,"Commer. Assoc.","Higher education","Married","apartment",50,8.02465753424658,"Occupation_Unknown","Culture and Services",0,"Family"
"2246",2246,"payed","Cash loans","M","Y",0,135000,127350,13842,112500,"Working","Secondary education","Married","apartment",24,3.56712328767123,"Laborers","Transport",0,"Family"
"2247",2247,"payed","Cash loans","M","N",0,202500,450000,35554.5,450000,"Commer. Assoc.","Secondary education","Married","Municipal apart.",29,1.8027397260274,"Occupation_Unknown","Transport",1,"Unaccompan."
"2248",2248,"payed","Cash loans","F","N",0,90000,590337,25141.5,477000,"Working","Secondary education","divorce","apartment",49,15.6164383561644,"Laborers","Business",1,"Unaccompan."
"2249",2249,"payed","Cash loans","M","Y",2,225000,1546020,45333,1350000,"Working","Secondary education","Married","apartment",37,5.6958904109589,"Service Staff","Business",4,"Unaccompan."
"2250",2250,"payed","Cash loans","F","N",0,157500,490495.5,46701,454500,"Commer. Assoc.","Secondary education","Married","apartment",49,3.89315068493151,"Chef","Culture and Services",1,"Unaccompan."
"2251",2251,"payed","Cash loans","F","N",0,78750,331834.5,15507,252000,"Working","Secondary education","Widow","apartment",48,0.424657534246575,"Laborers","Government and Military",0,"Family"
"2252",2252,"overdue","Cash loans","F","N",0,225000,675000,29731.5,675000,"Pensioner","Secondary education","Widow","apartment",63,15.027397260274,"Occupation_Unknown","Jobtype_Unknown",0,"Family"
"2253",2253,"payed","Cash loans","F","N",0,180000,675000,32602.5,675000,"State servant","Secondary education","single","apartment",26,4.31232876712329,"Medic stf","Medicine",0,"Unaccompan."
"2254",2254,"overdue","Cash loans","M","Y",1,270000,675000,34465.5,675000,"Working","Higher education","Married","apartment",30,0.734246575342466,"Laborers","Business",0,"Unaccompan."
"2255",2255,"payed","Cash loans","F","N",0,162000,1155226.5,33907.5,904500,"Pensioner","Secondary education","Married","apartment",54,4.55890410958904,"Occupation_Unknown","Jobtype_Unknown",0,"Unaccompan."
"2256",2256,"overdue","Cash loans","F","N",0,225000,867951,25506,724500,"Working","Secondary education","Married","apartment",56,32.1068493150685,"Medic stf","Medicine",0,"Unaccompan."
"2257",2257,"overdue","Revolving loans","F","N",1,67500,225000,11250,225000,"Commer. Assoc.","Secondary education","Married","apartment",24,0.723287671232877,"Sales staff","Self-employed",0,"Family"
"2258",2258,"payed","Cash loans","F","N",0,90000,1125000,47664,1125000,"Working","Secondary education","Married","apartment",51,9.1972602739726,"Occupation_Unknown","Government and Military",0,"Unaccompan."
"2259",2259,"payed","Revolving loans","F","N",2,117000,270000,13500,270000,"Working","Secondary education","Married","Municipal apart.",31,1.11780821917808,"Security","Medicine",0,"Unaccompan."
"2260",2260,"payed","Cash loans","F","N",2,112500,675000,34596,675000,"Working","Secondary education","Married","apartment",29,10.6547945205479,"Tech Staff","Government and Military",0,"Family"
"2261",2261,"overdue","Cash loans","F","N",0,112500,545040,25407,450000,"Working","Secondary education","Married","apartment",43,3.98082191780822,"Sales staff","Business",0,"Unaccompan."
"2262",2262,"payed","Cash loans","F","N",0,135000,755190,33394.5,675000,"Commer. Assoc.","Higher education","Married","apartment",47,1.04109589041096,"Occupation_Unknown","Business",0,"Unaccompan."
"2263",2263,"payed","Cash loans","F","N",0,138150,1009566,33493.5,904500,"Working","Secondary education","Married","apartment",43,1.08219178082192,"Laborers","Government and Military",0,"Unaccompan."
"2264",2264,"payed","Cash loans","M","N",0,135000,52128,6025.5,45000,"Working","Secondary education","Married","apartment",36,2.68219178082192,"Security","Security",1,"Unaccompan."
"2265",2265,"overdue","Cash loans","F","N",0,202500,765000,27234,765000,"Working","Secondary education","Married","apartment",45,12.2547945205479,"Occupation_Unknown","Culture and Services",0,"Unaccompan."
"2266",2266,"payed","Cash loans","F","N",1,180000,728460,57555,675000,"Working","Secondary education","Married","apartment",39,14.8082191780822,"Laborers","Business",0,"Unaccompan."
"2267",2267,"payed","Cash loans","F","Y",0,126000,639396,30888,571500,"Commer. Assoc.","Secondary education","Married","apartment",34,0.742465753424657,"Sales staff","Real Estate and Trade",3,"Unaccompan."
"2268",2268,"payed","Cash loans","F","N",0,144000,589045.5,26077.5,508500,"Pensioner","Secondary education","single","apartment",63,15.027397260274,"Occupation_Unknown","Jobtype_Unknown",1,"Unaccompan."
"2269",2269,"payed","Cash loans","F","N",0,38250,495000,21933,495000,"Pensioner","Higher education","Married","apartment",64,14.3561643835616,"Occupation_Unknown","Jobtype_Unknown",0,"Unaccompan."
"2270",2270,"overdue","Cash loans","F","N",0,180000,1056636,37566,882000,"Commer. Assoc.","Secondary education","Married","apartment",28,4.39452054794521,"Sales staff","Self-employed",1,"Unaccompan."
"2271",2271,"overdue","Cash loans","M","Y",0,202500,295677,7798.5,295677,"Working","Secondary education","Married","apartment",58,2.70958904109589,"Service Staff","Business",0,"Companion_Unknown"
"2272",2272,"payed","Cash loans","F","N",0,112500,47970,5166,45000,"Working","Higher education","Married","With parents",22,4.10958904109589,"Core staff","Culture and Services",2,"Unaccompan."
"2273",2273,"overdue","Cash loans","F","N",0,157500,497520,39307.5,450000,"Pensioner","Secondary education","single","apartment",55,4.62465753424657,"Occupation_Unknown","Jobtype_Unknown",0,"Unaccompan."
"2274",2274,"payed","Cash loans","F","Y",1,135000,696150,27607.5,562500,"Working","Secondary education","Married","apartment",33,7.97534246575342,"Medic stf","Medicine",0,"Unaccompan."
"2275",2275,"payed","Cash loans","F","N",1,90000,916470,26797.5,765000,"Commer. Assoc.","Secondary education","Married","With parents",27,1.66301369863014,"Laborers","Business",0,"Unaccompan."
"2276",2276,"payed","Cash loans","F","N",1,292500,1185120,46251,9e+05,"Working","Secondary education","single","apartment",39,4.27123287671233,"Service Staff","Housing",0,"Unaccompan."
"2277",2277,"payed","Cash loans","M","Y",1,225000,540000,27571.5,540000,"Working","Higher education","Married","Rented apart.",27,2.61643835616438,"Managers","Government and Military",0,"Unaccompan."
"2278",2278,"payed","Cash loans","M","N",0,180000,545040,25537.5,450000,"Working","Low education","Married","apartment",46,5.92054794520548,"Service Staff","Transport",0,"Family"
"2279",2279,"payed","Cash loans","F","N",0,84150,679500,19998,679500,"Commer. Assoc.","Secondary education","divorce","With parents",41,1.75342465753425,"Sales staff","Self-employed",3,"Unaccompan."
"2280",2280,"payed","Cash loans","F","N",1,135000,296280,16069.5,225000,"Working","Secondary education","Married","Rented apart.",30,7.14520547945205,"Sales staff","Self-employed",1,"Family"
"2281",2281,"payed","Cash loans","M","Y",2,236700,755190,36459,675000,"Commer. Assoc.","Secondary education","Married","apartment",23,5.5972602739726,"Laborers","Self-employed",0,"Unaccompan."
"2282",2282,"payed","Cash loans","F","N",0,90000,585000,18999,585000,"Pensioner","Secondary education","single","apartment",64,14.9232876712329,"Occupation_Unknown","Jobtype_Unknown",0,"Unaccompan."
"2283",2283,"payed","Cash loans","F","N",0,234000,888840,32053.5,675000,"Working","Secondary education","Married","apartment",35,10.0657534246575,"Occupation_Unknown","Business",0,"Unaccompan."
"2284",2284,"payed","Cash loans","M","Y",1,225000,1560726,43047,1395000,"State servant","Secondary education","Married","apartment",35,7.01917808219178,"Managers","Culture and Services",0,"Unaccompan."
"2285",2285,"payed","Cash loans","F","N",1,112500,1113840,50463,9e+05,"Working","Secondary education","Married","apartment",41,4.39178082191781,"Sales staff","Self-employed",0,"Unaccompan."
"2286",2286,"payed","Cash loans","M","N",0,193500,545040,36553.5,450000,"Commer. Assoc.","Low education","single","apartment",24,1.0986301369863,"Sales staff","Business",0,"Unaccompan."
"2287",2287,"payed","Cash loans","M","N",1,157500,302206.5,15952.5,229500,"Working","Higher education","Married","apartment",42,5.58904109589041,"Service Staff","Transport",1,"Unaccompan."
"2288",2288,"payed","Cash loans","M","N",0,225000,1082214,28678.5,945000,"Working","Higher education","Married","apartment",29,0.616438356164384,"Laborers","Business",0,"Unaccompan."
"2289",2289,"payed","Cash loans","M","N",1,135000,225000,11074.5,225000,"Working","Secondary education","Married","apartment",28,4.23561643835616,"Core staff","Agriculture",0,"Partner"
"2290",2290,"payed","Cash loans","F","Y",2,67500,544491,17694,454500,"Working","Secondary education","Married","apartment",28,3.58356164383562,"Laborers","Business",0,"Unaccompan."
"2291",2291,"payed","Cash loans","F","N",0,225000,697500,27792,697500,"Commer. Assoc.","Secondary education","Married","apartment",48,7.94520547945205,"Chef","Business",0,"Unaccompan."
"2292",2292,"payed","Cash loans","F","N",0,94500,254700,20250,225000,"Commer. Assoc.","Secondary education","Married","With parents",29,0.753424657534247,"Sales staff","Real Estate and Trade",0,"Unaccompan."
"2293",2293,"payed","Cash loans","M","N",0,72000,225000,10944,225000,"Working","Secondary education","Married","Municipal apart.",53,9.61917808219178,"Occupation_Unknown","Self-employed",0,"Unaccompan."
"2294",2294,"payed","Cash loans","F","N",0,270000,691020,18355.5,495000,"Working","Higher education","divorce","apartment",60,8.8,"Occupation_Unknown","Government and Military",0,"Companion_Unknown"
"2295",2295,"overdue","Cash loans","M","Y",2,252000,1530000,42075,1530000,"Commer. Assoc.","Low education","Married","apartment",28,6.32054794520548,"Laborers","Business",0,"Unaccompan."
"2296",2296,"payed","Cash loans","F","Y",0,135000,225000,11074.5,225000,"Working","Higher education","single","With parents",24,3.4958904109589,"Occupation_Unknown","Business",0,"Unaccompan."
"2297",2297,"payed","Cash loans","F","N",1,112500,373140,23976,337500,"Working","Secondary education","Married","apartment",42,18.7698630136986,"Laborers","Culture and Services",0,"Unaccompan."
"2298",2298,"payed","Cash loans","F","N",1,157500,562491,23832,454500,"State servant","Secondary education","Married","apartment",39,6.8986301369863,"Occupation_Unknown","Business",0,"Unaccompan."
"2299",2299,"payed","Cash loans","F","N",0,121500,1096020,59589,9e+05,"Working","Secondary education","Married","apartment",34,5.98904109589041,"Occupation_Unknown","Government and Military",1,"Unaccompan."
"2300",2300,"payed","Cash loans","F","N",0,225000,679500,22585.5,679500,"Pensioner","Secondary education","Married","apartment",61,1.01917808219178,"Occupation_Unknown","Jobtype_Unknown",0,"Partner"
"2301",2301,"payed","Cash loans","M","Y",2,270000,755190,38556,675000,"Working","Secondary education","Married","apartment",41,10.8739726027397,"Service Staff","Business",0,"Unaccompan."
"2302",2302,"payed","Cash loans","F","N",0,157500,646920,20997,540000,"Commer. Assoc.","Secondary education","single","apartment",47,4.21917808219178,"Chef","Medicine",0,"Unaccompan."
"2303",2303,"payed","Cash loans","M","N",0,135000,270000,18171,270000,"Commer. Assoc.","Low education","single","apartment",27,0.816438356164384,"Occupation_Unknown","Business",1,"Unaccompan."
"2304",2304,"payed","Cash loans","F","N",0,112500,1260000,34650,1260000,"Commer. Assoc.","Higher education","Married","apartment",39,2.88493150684931,"Occupation_Unknown","Business",0,"Family"
"2305",2305,"payed","Cash loans","F","N",1,180000,675000,32472,675000,"Commer. Assoc.","Higher education","Married","apartment",27,2.0958904109589,"Occupation_Unknown","Business",0,"Unaccompan."
"2306",2306,"payed","Cash loans","F","N",1,135000,675000,20668.5,675000,"Commer. Assoc.","Low education","Married","apartment",45,1.61369863013699,"Occupation_Unknown","Business",0,"Family"
"2307",2307,"overdue","Cash loans","M","Y",0,180000,545040,26509.5,450000,"Working","Secondary education","Married","apartment",38,11.2684931506849,"Service Staff","Business",0,"Unaccompan."
"2308",2308,"payed","Cash loans","F","N",0,360000,562491,23962.5,454500,"State servant","Higher education","Married","apartment",54,6.13698630136986,"Occupation_Unknown","Culture and Services",0,"Family"
"2309",2309,"payed","Cash loans","F","N",2,225000,1113840,51745.5,9e+05,"Commer. Assoc.","Higher education","Married","apartment",32,1.02191780821918,"Administrative Staff","Transport",0,"Unaccompan."
"2310",2310,"payed","Cash loans","F","N",0,112500,168102,17352,148500,"Working","Higher education","single","apartment",26,2.25479452054795,"Administrative Staff","Culture and Services",0,"Unaccompan."
"2311",2311,"payed","Cash loans","F","N",1,180000,604152,44217,540000,"Commer. Assoc.","Secondary education","single","apartment",28,2.5972602739726,"Sales staff","Business",0,"Unaccompan."
"2312",2312,"payed","Cash loans","F","Y",0,225000,497520,59175,450000,"Commer. Assoc.","Secondary education","Married","apartment",41,16.2630136986301,"Private ser.","Self-employed",2,"Unaccompan."
"2313",2313,"payed","Revolving loans","F","Y",0,328500,9e+05,45000,9e+05,"Commer. Assoc.","Higher education","single","apartment",26,1.19452054794521,"Occupation_Unknown","Business",1,"Unaccompan."
"2314",2314,"payed","Cash loans","F","N",0,270000,942300,30528,675000,"Pensioner","Low education","Widow","apartment",57,3.56986301369863,"Occupation_Unknown","Jobtype_Unknown",1,"Unaccompan."
"2315",2315,"payed","Cash loans","M","Y",0,157500,360000,18769.5,360000,"Working","Higher education","Married","apartment",27,2.12054794520548,"Sales staff","Self-employed",2,"Companion_Unknown"
"2316",2316,"payed","Cash loans","F","N",2,112500,709879.5,30073.5,634500,"Working","Secondary education","Married","apartment",32,7.62465753424657,"Laborers","Agriculture",1,"Unaccompan."
"2317",2317,"payed","Cash loans","F","N",0,157500,203760,22072.5,180000,"State servant","Higher education","Married","apartment",49,17.6630136986301,"Managers","Government and Military",0,"Unaccompan."
"2318",2318,"payed","Cash loans","F","N",1,112428,225000,14764.5,225000,"Commer. Assoc.","Higher education","Married","apartment",30,5.75068493150685,"Core staff","Culture and Services",0,"Unaccompan."
"2319",2319,"payed","Cash loans","F","N",0,324000,312682.5,29065.5,297000,"Pensioner","Higher education","Married","apartment",68,4.51232876712329,"Occupation_Unknown","Jobtype_Unknown",0,"Companion_Unknown"
"2320",2320,"payed","Cash loans","F","N",0,171000,450000,23107.5,450000,"Pensioner","Secondary education","Married","Municipal apart.",59,21.9753424657534,"Occupation_Unknown","Jobtype_Unknown",6,"Partner"
"2321",2321,"payed","Cash loans","F","N",0,99000,808650,23773.5,675000,"Pensioner","Secondary education","single","apartment",63,8.15616438356164,"Occupation_Unknown","Jobtype_Unknown",2,"Unaccompan."
"2322",2322,"payed","Cash loans","M","Y",0,112500,352044,17253,247500,"Commer. Assoc.","Higher education","single","With parents",27,3.52054794520548,"Sales staff","Real Estate and Trade",0,"Unaccompan."
"2323",2323,"payed","Cash loans","F","N",0,112500,1129500,43020,1129500,"Working","Secondary education","Married","apartment",50,17.4438356164384,"Medic stf","Government and Military",0,"Family"
"2324",2324,"payed","Cash loans","F","Y",0,225000,9e+05,83416.5,9e+05,"Working","Secondary education","Married","apartment",26,4.99452054794521,"Sales staff","Business",0,"Unaccompan."
"2325",2325,"payed","Cash loans","M","Y",2,180000,2215224,63616.5,1980000,"State servant","Higher education","Married","apartment",40,1.57808219178082,"Managers","Government and Military",1,"Unaccompan."
